source_id,formal_name,lat,long,sit_prec,geo_src,lat_long_src_id,name_src,site_cat,hist_affl,state_affl,cultrl_affl_1,cultrl_affl_2,site_sgnf,mil_use,aaas,state_hiu,nga,dia,osm,coder1,coder1_date ,coder2,coder2_date ,apprv,apprv_date ,Notes1,Notes2,KHChanges,Hst 1,Hst 2,Religion,Language,Ethnicity,Governorate,FID_OLD,OBJECTID_OLD,PlyContain,PtContaine,PennContai,cat_code_old
NGASYR2991,Khirbat Dallak,34.971485,36.971366,,NGA,NGASYR2991,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR2992,Burj Nasif,34.974204,35.877717,,NGA,NGASYR2992,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR2993,Khirbat al Jamali,34.974871,36.935187,,NGA,NGASYR2993,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR2994,Khirbat az Zahiriyah,34.975731,36.908181,,NGA,NGASYR2994,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR2995,Mawqi' Khirbat an Nasara,34.976113,35.950229,,NGA,NGASYR2995,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR2996,Al Huzmah,34.976996,35.993661,,NGA,NGASYR2996,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR2997,Khirbat Shaykhan,34.979005,36.879752,,NGA,NGASYR2997,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR2998,Kheurbet Oum el Makbiss,34.983333,37.783333,,NGA,NGASYR2998,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR2999,Khirbat Umm al Mikbas,34.983333,37.783333,,NGA,NGASYR2999,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3000,Khirbat Barsumah,34.985943,36.517924,,NGA,NGASYR3000,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3001,Khirbat al Bassah,34.99355,36.965267,,NGA,NGASYR3001,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3002,Khirbat Bafsin,34.995152,36.568791,,NGA,NGASYR3002,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3003,Khirbat al Jamqaliyah,35.000385,36.791329,,NGA,NGASYR3003,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3004,Khirbat Quzalli,35.002201,36.837902,,NGA,NGASYR3004,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3005,Kheurbet Saloua,35.004209,36.571817,,NGA,NGASYR3005,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3006,Khirbat Salwa,35.004209,36.571817,,NGA,NGASYR3006,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3007,Kheurbet el Kama,35.01095,36.73059,,NGA,NGASYR3007,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3008,Khirbat al Kama,35.01095,36.73059,,NGA,NGASYR3008,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3009,Qal'at al Bustan,35.018872,36.325207,,NGA,NGASYR3009,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3010,Qalaat el Boustane,35.018872,36.325207,,NGA,NGASYR3010,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3011,Al 'Amirah,35.021344,36.770059,,NGA,NGASYR3011,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3012,Kafer Amin,35.021344,36.770059,,NGA,NGASYR3012,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3013,Kafr 'Amim,35.021344,36.770059,,NGA,NGASYR3013,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3014,Kafr Amin,35.021344,36.770059,,NGA,NGASYR3014,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3015,Kefr Amim,35.021344,36.770059,,NGA,NGASYR3015,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3016,Khirbat Kafr 'Amim,35.021344,36.770059,,NGA,NGASYR3016,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3017,Khirbat Kafr Amim,35.021344,36.770059,,NGA,NGASYR3017,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3018,Kheurbet en Nqere,35.025438,36.622429,,NGA,NGASYR3018,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3019,Khirbat an Naqir,35.025438,36.622429,,NGA,NGASYR3019,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3020,Khirbat an Naqr,35.025438,36.622429,,NGA,NGASYR3020,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3021,Khirbat an Nuqayrah,35.025438,36.622429,,NGA,NGASYR3021,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3022,Kheurbet Bleibi,35.026245,36.499766,,NGA,NGASYR3022,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3023,Khirbat Bulaybah,35.026245,36.499766,,NGA,NGASYR3023,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3024,Khirbat Bulaybi,35.026245,36.499766,,NGA,NGASYR3024,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3025,Hanifa,35.027583,36.886876,,NGA,NGASYR3025,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3026,Hanifah,35.027583,36.886876,,NGA,NGASYR3026,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3027,Zawr Hanifah,35.027583,36.886876,,NGA,NGASYR3027,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3028,Zawr Khayfah,35.027583,36.886876,,NGA,NGASYR3028,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3029,Khirbat Ja'bur,35.028789,36.845567,,NGA,NGASYR3029,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3030,Kheurbet Aajam Aali,35.03157,36.807623,,NGA,NGASYR3030,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3031,Khirbat 'Ajam 'Ali,35.03157,36.807623,,NGA,NGASYR3031,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3032,Qal'at al Muhaddadah,35.032493,36.322004,,NGA,NGASYR3032,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3033,Qalaat el Mhaddade,35.032493,36.322004,,NGA,NGASYR3033,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3034,Khirbat al Hariq,35.033333,36.983333,,NGA,NGASYR3034,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3035,Al Khidr,35.033333,37.016667,,NGA,NGASYR3035,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3036,El Khodor,35.033333,37.016667,,NGA,NGASYR3036,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3037,Qal'at ash Shamamisah,35.033333,37.016667,,NGA,NGASYR3037,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3038,Qalaat ech Chamamisse,35.033333,37.016667,,NGA,NGASYR3038,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3039,Kheurbet Berqane,35.033333,37.1,,NGA,NGASYR3039,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3040,Khirbat Birqan,35.033333,37.1,,NGA,NGASYR3040,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3041,Al Mishyah,35.033465,36.865791,,NGA,NGASYR3041,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3042,Kheurbet el Mechiah,35.033465,36.865791,,NGA,NGASYR3042,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3043,Khirbat al Mashayah,35.033465,36.865791,,NGA,NGASYR3043,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3044,Khirbat al Mishyah,35.033465,36.865791,,NGA,NGASYR3044,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3045,Kheurbet Tartous,35.034375,36.516105,,NGA,NGASYR3045,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3046,Kheurbet Tartouss,35.034375,36.516105,,NGA,NGASYR3046,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3047,Khirbat Tarsus,35.034375,36.516105,,NGA,NGASYR3047,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3048,Khirbat Tartus,35.034375,36.516105,,NGA,NGASYR3048,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3049,Khirbat ar Ramliyah,35.035078,36.888618,,NGA,NGASYR3049,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3050,Khirbat Wuraydah,35.036904,36.82684,,NGA,NGASYR3050,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3051,Kheurbet Ajde,35.040981,36.570463,,NGA,NGASYR3051,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3052,Khirbat 'Ajdah,35.040981,36.570463,,NGA,NGASYR3052,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3053,Khirbat Ajd,35.040981,36.570463,,NGA,NGASYR3053,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3054,Kheurbet Mejde,35.04451,36.527324,,NGA,NGASYR3054,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3055,Khirbat Majdah,35.04451,36.527324,,NGA,NGASYR3055,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3056,Kheurbet Oum el Amd,35.04591,36.568399,,NGA,NGASYR3056,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3057,Kheurbet Oumm el Aamed,35.04591,36.568399,,NGA,NGASYR3057,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3058,Khirbat Umm al 'Amad,35.04591,36.568399,,NGA,NGASYR3058,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3059,Khirbat Umm al 'Amd,35.04591,36.568399,,NGA,NGASYR3059,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3060,Kheurbet ed Daba,35.053511,36.521516,,NGA,NGASYR3060,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3061,Kheurbet ed Dabaa,35.053511,36.521516,,NGA,NGASYR3061,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3062,Khirbat ad Dab'ah,35.053511,36.521516,,NGA,NGASYR3062,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3063,Khirbat ad Diyabiyah,35.059545,36.827331,,NGA,NGASYR3063,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3064,Khirbat Quraymish,35.063753,36.865762,,NGA,NGASYR3064,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3065,Khirbat ash Shaykh,35.065805,36.808284,,NGA,NGASYR3065,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3066,Kheurbet es Saouda,35.066667,37.45,,NGA,NGASYR3066,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3067,Khirbat as Sawda',35.066667,37.45,,NGA,NGASYR3067,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3068,Khirbat ar Rasm,35.069144,36.94506,,NGA,NGASYR3068,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3069,Kheurbet el Hannka,35.070931,36.636318,,NGA,NGASYR3069,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3070,Khirbat al Hanka',35.070931,36.636318,,NGA,NGASYR3070,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3071,Khirbat al Hankah,35.070931,36.636318,,NGA,NGASYR3071,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3072,Khirbat Hankah,35.070931,36.636318,,NGA,NGASYR3072,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3073,Al Hayr,35.074053,39.071272,,NGA,NGASYR3073,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3074,Qasr al Hayr,35.074053,39.071272,,NGA,NGASYR3074,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3075,Kheurbet es Salloum,35.075217,36.711041,,NGA,NGASYR3075,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3076,Khirbat as Sallum,35.075217,36.711041,,NGA,NGASYR3076,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3077,Khirbat Sabhin,35.07593,36.760382,,NGA,NGASYR3077,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3078,Kheurbet el Atl,35.077979,36.499891,,NGA,NGASYR3078,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3079,Kheurbet el Qatel,35.077979,36.499891,,NGA,NGASYR3079,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3080,Khirbat al Qatil,35.077979,36.499891,,NGA,NGASYR3080,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3081,Khirbat al Qatl,35.077979,36.499891,,NGA,NGASYR3081,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3082,Kheurbet el Maharde,35.08113,36.680749,,NGA,NGASYR3082,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3083,Khirbat al Mahardah,35.08113,36.680749,,NGA,NGASYR3083,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3084,Khirbat al Muhradah,35.08113,36.680749,,NGA,NGASYR3084,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3085,Khirbat Muhradah,35.08113,36.680749,,NGA,NGASYR3085,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3086,Khirbat al Hadabi,35.081466,36.520385,,NGA,NGASYR3086,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3087,Khirbat al Hadba,35.081466,36.520385,,NGA,NGASYR3087,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3088,Kheurbet ed Dbouaa,35.083333,37.433333,,NGA,NGASYR3088,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3089,Khirbat ad Dubu'ah,35.083333,37.433333,,NGA,NGASYR3089,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3090,Kheurbet Bir Qdeimiye,35.083333,38.483333,,NGA,NGASYR3090,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3091,Khirbat Bi'r Qudaymiyah,35.083333,38.483333,,NGA,NGASYR3091,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3092,Khirbat al Ma'sarah,35.096505,36.545031,,NGA,NGASYR3092,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3093,Khirbat al Massara,35.096505,36.545031,,NGA,NGASYR3093,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3094,Khirbat al Massarah,35.096505,36.545031,,NGA,NGASYR3094,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3095,Kheurbet el Mahjar,35.097266,36.641885,,NGA,NGASYR3095,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3096,Khirbat al Mahjar,35.097266,36.641885,,NGA,NGASYR3096,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3097,Kheurbet Jedaane,35.1,37.433333,,NGA,NGASYR3097,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3098,Khirbat Jid'an,35.1,37.433333,,NGA,NGASYR3098,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3099,Khirbat al Qal'ah,35.108139,36.970529,,NGA,NGASYR3099,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3100,Rasm al Ahmar,35.108938,37.418904,,NGA,NGASYR3100,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3101,Rasm el Ahmar,35.108938,37.418904,,NGA,NGASYR3101,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3102,Al Burj,35.122999,36.483057,,NGA,NGASYR3102,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3103,El Borj,35.122999,36.483057,,NGA,NGASYR3103,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3104,Rasm 'Ali al Hajj,35.128995,36.915613,,NGA,NGASYR3104,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3105,Kharab Birkat Qadim,35.130211,38.39162,,NGA,NGASYR3105,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3106,Kheurbet el Qsar,35.133333,37.216667,,NGA,NGASYR3106,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3107,Khirbat al Qasr,35.133333,37.216667,,NGA,NGASYR3107,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3108,Kheurbet Jerne,35.133371,36.607426,,NGA,NGASYR3108,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3109,Khirbat al Jurnah,35.133371,36.607426,,NGA,NGASYR3109,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3110,Khirbat Jurnah,35.133371,36.607426,,NGA,NGASYR3110,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3111,Khirbat ash Shahalah,35.140189,36.59553,,NGA,NGASYR3111,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3112,Khirbat ash Shihalah,35.140189,36.59553,,NGA,NGASYR3112,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3113,Khirbat Chehale,35.140189,36.59553,,NGA,NGASYR3113,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3114,Khirbat Shihalah,35.140189,36.59553,,NGA,NGASYR3114,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3115,Kheurbet Oum Amoude,35.141285,36.503426,,NGA,NGASYR3115,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3116,Kheurbet Oumm Aamoud,35.141285,36.503426,,NGA,NGASYR3116,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3117,Khirbat Umm 'Amud,35.141285,36.503426,,NGA,NGASYR3117,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3118,Aqabat al Jaradah,35.143692,36.461247,,NGA,NGASYR3118,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3119,Aaqbet ej Jerade,35.143692,36.461247,,NGA,NGASYR3119,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3120,Kheurbet el Houetate,35.144293,36.543406,,NGA,NGASYR3120,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3121,Khirbat al Huwaytat,35.144293,36.543406,,NGA,NGASYR3121,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3122,Qal'at al Markab,35.15,35.95,,NGA,NGASYR3122,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3123,Qal'at al Marqab,35.15,35.95,,NGA,NGASYR3123,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3124,Qalaat el Marqab,35.15,35.95,,NGA,NGASYR3124,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3125,Qalaat Marqab,35.15,35.95,,NGA,NGASYR3125,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3126,Kheurbet Abou Fach,35.15,37.566667,,NGA,NGASYR3126,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3127,Khirbat Abu Fash,35.15,37.566667,,NGA,NGASYR3127,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3128,Kheurbet Khachfa,35.166667,37.1,,NGA,NGASYR3128,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3129,Khirbat Khashfah,35.166667,37.1,,NGA,NGASYR3129,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3130,Khirbat al Qarsh,35.172408,36.184597,,NGA,NGASYR3130,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3131,Khirbat Zanuba,35.17325,37.317852,,NGA,NGASYR3131,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3132,Khirbat ar Ruwayhah,35.176189,36.82867,,NGA,NGASYR3132,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3133,Kheurbet Oum el Imade,35.176577,36.510225,,NGA,NGASYR3133,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3134,Kheurbet Oumm el Imad,35.176577,36.510225,,NGA,NGASYR3134,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3135,Khirbat Umm al 'Amad,35.176577,36.510225,,NGA,NGASYR3135,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3136,Khirbat Umm al 'Amd,35.176577,36.510225,,NGA,NGASYR3136,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3137,Khirbat Umm al 'Imad,35.176577,36.510225,,NGA,NGASYR3137,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3138,Kheurbet es Soubile,35.178201,36.632031,,NGA,NGASYR3138,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3139,Khirbat as Sabilah,35.178201,36.632031,,NGA,NGASYR3139,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3140,Khirbat as Soubile,35.178201,36.632031,,NGA,NGASYR3140,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3141,Khirbat Subaylah,35.178201,36.632031,,NGA,NGASYR3141,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3142,Khirbat al Habbat,35.182051,36.999363,,NGA,NGASYR3142,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3143,Qasr al Hayr ash Sharqi,35.183333,39.15,,NGA,NGASYR3143,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3144,Qasr al Hir ash Sharqi,35.183333,39.15,,NGA,NGASYR3144,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
NGASYR3145,Kheurbet es Sammaqiyate,35.187836,36.542486,,NGA,NGASYR3145,NGA,RUIN,,,,,,,,,1,,,,,,,,,,,,,,,,,,9999,9999,,,,
